ingreso,carrera,idalumno,sexo,semestre,materias_cargadas,reprobadas,promedio,por_cursar,periodo
2017,Sistemas,17170151,H,9,3,0,90.00,3,2021-1
2017,Sistemas,17170151,H,10,3,0,89.67,0,2022-0
2017,Sistemas,17170152,H,1,6,2,66.38,41,2017-1
2017,Sistemas,17170153,M,1,6,0,87.67,39,2017-1
2017,Sistemas,17170153,M,2,6,0,92.17,33,2018-0
2017,Sistemas,17170153,M,3,6,0,88.67,27,2018-1
2017,Sistemas,17170154,H,1,6,1,76.14,40,2017-1
2017,Sistemas,17170154,H,2,5,0,86.20,35,2018-0
2017,Sistemas,17170154,H,3,2,0,90.50,33,2018-1
2017,Sistemas,17170154,H,4,5,2,61.43,30,2019-0
2017,Sistemas,17170154,H,5,6,0,90.83,24,2019-1
2017,Sistemas,17170154,H,6,6,0,90.00,18,2020-0
2017,Sistemas,17170154,H,7,6,2,62.00,14,2020-1
2017,Sistemas,17170154,H,8,5,3,54.50,12,2021-0
2017,Sistemas,17170154,H,9,5,1,67.50,8,2021-1
2017,Sistemas,17170154,H,10,3,0,85.33,5,2022-0
2017,Sistemas,17170154,H,11,5,2,64.29,2,2022-1
2017,Sistemas,17170154,H,12,2,1,62.00,1,2023-0
2017,Sistemas,17170155,H,1,6,3,59.44,42,2017-1
2017,Sistemas,17170155,H,2,4,3,50.43,41,2018-0
2017,Sistemas,17170156,H,1,6,0,88.67,39,2017-1
2017,Sistemas,17170156,H,2,2,1,56.33,38,2018-0
2017,Sistemas,17170156,H,3,6,0,90.00,32,2018-1
2017,Sistemas,17170156,H,4,5,0,85.40,27,2019-0
2017,Sistemas,17170156,H,5,2,2,41.00,27,2019-1
2017,Sistemas,17170156,H,6,7,0,86.14,20,2020-0
2017,Sistemas,17170156,H,7,5,2,59.86,17,2020-1
2017,Sistemas,17170156,H,8,6,0,84.33,11,2021-0
2017,Sistemas,17170156,H,9,5,0,85.40,6,2021-1
2017,Sistemas,17170156,H,10,3,0,93.00,3,2022-0
2017,Sistemas,17170156,H,11,3,0,84.67,0,2022-1
2017,Sistemas,17170157,H,1,6,0,88.33,39,2017-1
2017,Sistemas,17170158,M,1,6,2,63.00,41,2017-1
2017,Sistemas,17170158,M,2,5,0,84.80,36,2018-0
2017,Sistemas,17170158,M,3,2,0,87.00,34,2018-1
2017,Sistemas,17170158,M,4,2,1,56.00,33,2019-0
2017,Sistemas,17170158,M,5,6,0,85.67,27,2019-1
2017,Sistemas,17170158,M,6,2,1,60.33,26,2020-0
2017,Sistemas,17170158,M,7,5,3,57.12,24,2020-1
2017,Sistemas,17170158,M,8,5,0,86.60,19,2021-0
2017,Sistemas,17170158,M,9,5,0,85.40,14,2021-1
2017,Sistemas,17170158,M,10,6,2,67.62,10,2022-0
2017,Sistemas,17170158,M,11,5,2,62.14,7,2022-1
2017,Sistemas,17170158,M,12,2,3,31.60,8,2023-0
2017,Sistemas,17170159,H,1,6,1,78.71,40,2017-1
2017,Sistemas,17170159,H,2,6,2,69.12,36,2018-0
2017,Sistemas,17170159,H,3,5,0,87.00,31,2018-1
2017,Sistemas,17170159,H,4,5,2,61.43,28,2019-0
2017,Sistemas,17170159,H,5,5,0,87.00,23,2019-1
2017,Sistemas,17170159,H,6,5,2,62.71,20,2020-0
2017,Sistemas,17170159,H,7,6,0,86.17,14,2020-1
2017,Sistemas,17170159,H,8,5,1,74.83,10,2021-0
2017,Sistemas,17170159,H,9,5,2,61.86,7,2021-1
2017,Sistemas,17170159,H,10,5,0,90.20,2,2022-0
2017,Sistemas,17170159,H,11,2,0,89.50,0,2022-1
2017,Sistemas,17170160,H,1,6,2,65.75,41,2017-1
2017,Sistemas,17170160,H,2,5,0,88.80,36,2018-0
2017,Sistemas,17170160,H,3,5,0,89.00,31,2018-1
2017,Sistemas,17170160,H,4,5,1,72.17,27,2019-0
2017,Sistemas,17170160,H,5,5,0,88.20,22,2019-1
2017,Sistemas,17170160,H,6,5,0,89.40,17,2020-0
2017,Sistemas,17170160,H,7,5,2,64.71,14,2020-1
2017,Sistemas,17170160,H,8,6,0,88.17,8,2021-0
2017,Sistemas,17170160,H,9,6,0,88.00,2,2021-1
2017,Sistemas,17170160,H,10,2,0,90.00,0,2022-0
2017,Sistemas,17170161,H,1,6,2,65.88,41,2017-1
2017,Sistemas,17170161,H,2,6,0,86.67,35,2018-0
2017,Sistemas,17170161,H,3,5,0,83.80,30,2018-1
2017,Sistemas,17170161,H,4,5,0,90.40,25,2019-0
2017,Sistemas,17170161,H,5,6,0,85.50,19,2019-1
2017,Sistemas,17170161,H,6,7,0,89.14,12,2020-0
2017,Sistemas,17170161,H,7,6,2,67.38,8,2020-1
2017,Sistemas,17170161,H,8,5,0,86.80,3,2021-0
2017,Sistemas,17170161,H,9,3,2,51.60,2,2021-1
2017,Sistemas,17170161,H,10,2,0,95.50,0,2022-0
2017,Sistemas,17170162,H,1,6,2,67.38,41,2017-1
2017,Sistemas,17170162,H,2,6,0,85.67,35,2018-0
2017,Sistemas,17170162,H,3,5,0,90.40,30,2018-1
2017,Sistemas,17170162,H,4,8,3,62.18,25,2019-0
2017,Sistemas,17170162,H,5,5,3,54.50,23,2019-1
2017,Sistemas,17170162,H,6,1,0,85.00,22,2020-0
2017,Sistemas,17170162,H,7,6,1,73.71,17,2020-1
2017,Sistemas,17170162,H,8,5,0,86.60,12,2021-0
2017,Sistemas,17170162,H,9,5,1,74.17,8,2021-1
2017,Sistemas,17170163,M,1,6,1,73.71,40,2017-1
2017,Sistemas,17170163,M,2,5,0,91.80,35,2018-0
2017,Sistemas,17170163,M,3,5,0,83.40,30,2018-1
2017,Sistemas,17170163,M,4,6,0,87.83,24,2019-0
2017,Sistemas,17170163,M,5,5,0,88.40,19,2019-1
2017,Sistemas,17170163,M,6,6,1,74.00,14,2020-0
2017,Sistemas,17170163,M,8,5,1,69.33,10,2021-0
2017,Sistemas,17170163,M,9,5,2,66.14,7,2021-1
2017,Sistemas,17170163,M,10,5,2,62.29,4,2022-0
2017,Sistemas,17170163,M,11,4,0,87.25,0,2022-1
2017,Sistemas,17170164,M,1,6,1,74.43,40,2017-1
2017,Sistemas,17170164,M,2,2,0,91.50,38,2018-0
2017,Sistemas,17170164,M,3,6,0,85.00,32,2018-1
2017,Sistemas,17170164,M,4,6,2,64.50,28,2019-0
2017,Sistemas,17170164,M,5,3,2,49.60,27,2019-1
2017,Sistemas,17170164,M,6,5,1,75.67,23,2020-0
2017,Sistemas,17170164,M,7,7,1,79.38,17,2020-1
2017,Sistemas,17170164,M,8,4,0,85.50,13,2021-0
2017,Sistemas,17170165,H,1,6,0,88.50,39,2017-1
2017,Sistemas,17170165,H,2,7,2,66.67,34,2018-0
2017,Sistemas,17170165,H,3,2,0,88.00,32,2018-1
2017,Sistemas,17170165,H,4,5,2,62.14,29,2019-0
2017,Sistemas,17170165,H,5,6,0,82.00,23,2019-1
2017,Sistemas,17170165,H,6,3,2,53.60,22,2020-0
2017,Sistemas,17170165,H,7,6,0,91.67,16,2020-1
2017,Sistemas,17170166,H,1,6,0,88.33,39,2017-1
2017,Sistemas,17170166,H,2,8,1,74.22,32,2018-0
2017,Sistemas,17170166,H,3,6,0,88.67,26,2018-1
2017,Sistemas,17170166,H,4,7,1,72.62,20,2019-0
2017,Sistemas,17170166,H,5,5,0,86.20,15,2019-1
2017,Sistemas,17170166,H,6,5,2,59.14,12,2020-0
2017,Sistemas,17170166,H,7,5,0,82.80,7,2020-1
2017,Sistemas,17170167,H,1,6,3,59.00,42,2017-1
2017,Sistemas,17170167,H,2,5,0,84.40,37,2018-0
2017,Sistemas,17170167,H,3,3,0,86.67,34,2018-1
2017,Sistemas,17170167,H,4,5,0,87.20,29,2019-0
2017,Sistemas,17170168,M,1,6,0,83.67,39,2017-1
2017,Sistemas,17170169,H,1,6,0,89.33,39,2017-1
2017,Sistemas,17170169,H,2,6,2,67.88,35,2018-0
2017,Sistemas,17170169,H,3,5,1,70.67,31,2018-1
2017,Sistemas,17170169,H,4,6,2,66.00,27,2019-0
2017,Sistemas,17170169,H,5,5,1,71.17,23,2019-1
2017,Sistemas,17170169,H,6,2,0,89.50,21,2020-0
2017,Sistemas,17170169,H,7,3,0,86.00,18,2020-1
2017,Sistemas,17170169,H,8,5,0,84.00,13,2021-0
2017,Sistemas,17170169,H,9,6,2,67.88,9,2021-1
2017,Sistemas,17170169,H,10,5,0,81.20,4,2022-0
2017,Sistemas,17170170,M,1,6,0,87.00,39,2017-1
2017,Sistemas,17170170,M,2,7,0,87.57,32,2018-0
2017,Sistemas,17170170,M,3,5,1,71.83,28,2018-1
2017,Sistemas,17170170,M,4,5,0,86.20,23,2019-0
2017,Sistemas,17170170,M,5,6,0,86.50,17,2019-1
2017,Sistemas,17170170,M,6,6,0,84.50,11,2020-0
2017,Sistemas,17170170,M,7,5,0,82.80,6,2020-1
2017,Sistemas,17170170,M,8,6,1,76.29,1,2021-0
2017,Sistemas,17170170,M,9,1,1,45.50,1,2021-1
2017,Sistemas,17170170,M,10,1,0,86.00,0,2022-0
2017,Sistemas,17170171,H,1,6,3,58.44,42,2017-1
2017,Sistemas,17170171,H,2,5,2,65.57,39,2018-0
2017,Sistemas,17170171,H,3,6,1,74.00,34,2018-1
2017,Sistemas,17170171,H,4,5,1,73.50,30,2019-0
2017,Sistemas,17170171,H,5,5,1,70.67,26,2019-1
2017,Sistemas,17170171,H,6,5,0,84.40,21,2020-0
2017,Sistemas,17170171,H,7,5,2,61.29,18,2020-1
2017,Sistemas,17170171,H,8,2,0,87.00,16,2021-0
2017,Sistemas,17170171,H,9,2,0,84.50,14,2021-1
2017,Sistemas,17170171,H,10,2,1,57.67,13,2022-0
2017,Sistemas,17170171,H,11,5,1,72.00,9,2022-1
2017,Sistemas,17170172,H,1,6,0,86.67,39,2017-1
2017,Sistemas,17170172,H,2,5,0,87.60,34,2018-0
2017,Sistemas,17170172,H,3,5,1,71.83,30,2018-1
2017,Sistemas,17170172,H,4,5,0,92.60,25,2019-0
2017,Sistemas,17170172,H,5,4,1,69.00,22,2019-1
2017,Sistemas,17170172,H,6,5,2,60.14,19,2020-0
2017,Sistemas,17170173,M,1,6,1,75.57,40,2017-1
2017,Sistemas,17170173,M,2,6,0,88.83,34,2018-0
2017,Sistemas,17170173,M,3,6,3,60.89,31,2018-1
2017,Sistemas,17170173,M,4,3,0,91.67,28,2019-0
2017,Sistemas,17170173,M,5,5,1,71.50,24,2019-1
2017,Sistemas,17170173,M,6,6,0,89.83,18,2020-0
2017,Sistemas,17170173,M,7,5,1,72.83,14,2020-1
2017,Sistemas,17170173,M,8,6,2,67.38,10,2021-0
2017,Sistemas,17170173,M,9,6,1,73.14,5,2021-1
2017,Sistemas,17170173,M,10,5,1,78.00,1,2022-0
2017,Sistemas,17170173,M,11,1,1,42.00,1,2022-1
2017,Sistemas,17170173,M,12,1,0,87.00,0,2023-0
2017,Sistemas,17170174,M,1,6,2,68.88,41,2017-1
2017,Sistemas,17170174,M,2,6,1,75.14,36,2018-0
2017,Sistemas,17170174,M,3,5,3,53.50,34,2018-1
2017,Sistemas,17170174,M,5,6,0,86.33,31,2019-1
2017,Sistemas,17170174,M,6,7,3,60.20,27,2020-0
2017,Sistemas,17170174,M,7,6,1,73.86,22,2020-1
2017,Sistemas,17170174,M,8,6,0,86.50,16,2021-0
2017,Sistemas,17170174,M,9,5,2,61.14,13,2021-1
2017,Sistemas,17170174,M,10,3,2,51.80,12,2022-0
2017,Sistemas,17170175,H,1,6,1,73.43,40,2017-1
2017,Sistemas,17170175,H,2,6,1,70.86,35,2018-0
2017,Sistemas,17170175,H,3,5,0,90.40,30,2018-1
2017,Sistemas,17170175,H,4,3,0,87.00,27,2019-0
2017,Sistemas,17170175,H,5,3,2,50.40,26,2019-1
2017,Sistemas,17170175,H,6,7,1,80.88,20,2020-0
2017,Sistemas,17170175,H,7,1,1,44.00,20,2020-1
2017,Sistemas,17170175,H,8,5,0,89.60,15,2021-0
2017,Sistemas,17170175,H,9,5,1,73.33,11,2021-1
2017,Sistemas,17170175,H,10,5,1,70.50,7,2022-0
2017,Sistemas,17170175,H,11,5,2,60.86,4,2022-1
2017,Sistemas,17170175,H,12,4,0,87.75,0,2023-0
2017,Sistemas,17170176,H,1,6,0,86.67,39,2017-1
2017,Sistemas,17170176,H,2,8,0,83.00,31,2018-0
2017,Sistemas,17170176,H,3,6,1,73.14,26,2018-1
2017,Sistemas,17170176,H,4,7,1,76.38,20,2019-0
2017,Sistemas,17170176,H,5,6,2,66.62,16,2019-1
2017,Sistemas,17170177,H,1,6,0,84.67,39,2017-1
2017,Sistemas,17170177,H,2,3,1,65.25,37,2018-0
2017,Sistemas,17170177,H,3,6,1,77.57,32,2018-1
2017,Sistemas,17170177,H,4,5,3,55.62,30,2019-0
2017,Sistemas,17170177,H,5,6,3,59.56,27,2019-1
2017,Sistemas,17170177,H,6,6,2,61.75,23,2020-0
2017,Sistemas,17170177,H,7,5,1,71.50,19,2020-1
2017,Sistemas,17170177,H,8,5,0,88.20,14,2021-0
2017,Sistemas,17170178,H,1,6,0,82.67,39,2017-1
2017,Sistemas,17170178,H,2,1,0,85.00,38,2018-0
2017,Sistemas,17170178,H,3,3,0,82.67,35,2018-1
2017,Sistemas,17170178,H,4,3,0,91.67,32,2019-0
2017,Sistemas,17170178,H,5,3,0,89.67,29,2019-1
2017,Sistemas,17170178,H,6,5,0,91.40,24,2020-0
2017,Sistemas,17170178,H,7,5,0,87.40,19,2020-1
2017,Sistemas,17170178,H,8,6,0,90.33,13,2021-0
2017,Sistemas,17170178,H,9,5,0,89.80,8,2021-1
2017,Sistemas,17170178,H,10,5,0,89.00,3,2022-0
2017,Sistemas,17170178,H,11,3,1,66.50,1,2022-1
2017,Sistemas,17170178,H,12,1,0,100.00,0,2023-0
2017,Sistemas,17170179,H,1,6,0,82.83,39,2017-1
2017,Sistemas,17170179,H,2,6,0,85.17,33,2018-0
2017,Sistemas,17170179,H,3,7,1,71.50,27,2018-1
2017,Sistemas,17170179,H,4,5,1,75.50,23,2019-0
2017,Sistemas,17170179,H,5,6,2,62.38,19,2019-1
2017,Sistemas,17170179,H,6,1,0,86.00,18,2020-0
2017,Sistemas,17170179,H,7,5,0,85.00,13,2020-1
2017,Sistemas,17170180,H,1,6,0,87.17,39,2017-1
2017,Sistemas,17170180,H,2,6,3,58.11,36,2018-0
2017,Sistemas,17170180,H,3,5,0,89.60,31,2018-1
2017,Sistemas,17170180,H,4,5,1,72.00,27,2019-0
2017,Sistemas,17170180,H,5,6,0,85.67,21,2019-1
2017,Sistemas,17170180,H,6,1,2,23.00,22,2020-0
2017,Sistemas,17170180,H,7,7,1,78.25,16,2020-1
2017,Sistemas,17170181,H,1,6,0,86.50,39,2017-1
2017,Sistemas,17170181,H,2,5,0,91.40,34,2018-0
2017,Sistemas,17170181,H,3,3,2,56.00,33,2018-1
2017,Sistemas,17170181,H,4,7,2,70.78,28,2019-0
2017,Sistemas,17170181,H,5,3,0,84.00,25,2019-1
2017,Sistemas,17170181,H,6,5,1,73.17,21,2020-0
2017,Sistemas,17170181,H,7,5,0,84.00,16,2020-1
2017,Sistemas,17170181,H,8,5,2,58.14,13,2021-0
2017,Sistemas,17170181,H,9,5,1,75.17,9,2021-1
2017,Sistemas,17170181,H,10,6,0,86.67,3,2022-0
2017,Sistemas,17170181,H,11,3,2,51.60,2,2022-1
2017,Sistemas,17170181,H,12,2,1,56.67,1,2023-0
2017,Sistemas,17170182,H,1,6,0,88.83,39,2017-1
2017,Sistemas,17170182,H,2,6,0,91.17,33,2018-0
2017,Sistemas,17170182,H,3,5,3,54.88,31,2018-1
2017,Sistemas,17170182,H,4,5,2,65.00,28,2019-0
2017,Sistemas,17170182,H,5,6,0,86.83,22,2019-1
2017,Sistemas,17170182,H,6,2,0,91.50,20,2020-0
2017,Sistemas,17170182,H,7,2,1,58.00,19,2020-1
2017,Sistemas,17170182,H,8,5,0,87.80,14,2021-0
2017,Sistemas,17170182,H,9,1,1,46.00,14,2021-1
2017,Sistemas,17170182,H,10,5,0,83.00,9,2022-0
2017,Sistemas,17170182,H,12,6,0,85.33,5,2023-0
2017,Sistemas,17170183,H,1,6,0,88.83,39,2017-1
2017,Sistemas,17170183,H,3,5,0,83.80,34,2018-1
2017,Sistemas,17170183,H,4,5,0,85.00,29,2019-0
2017,Sistemas,17170183,H,5,5,1,73.00,25,2019-1
2017,Sistemas,17170183,H,6,4,2,57.67,23,2020-0
2017,Sistemas,17170183,H,7,5,0,87.80,18,2020-1
2017,Sistemas,17170183,H,8,6,2,64.50,14,2021-0
2017,Sistemas,17170183,H,9,6,1,75.86,9,2021-1
2017,Sistemas,17170183,H,10,6,0,90.17,3,2022-0
2017,Sistemas,17170183,H,11,3,0,88.00,0,2022-1
2017,Sistemas,17170184,M,1,6,2,69.12,41,2017-1
2017,Sistemas,17170184,M,2,5,0,86.60,36,2018-0
2017,Sistemas,17170185,M,1,6,2,67.12,41,2017-1
2017,Sistemas,17170185,M,2,5,0,84.60,36,2018-0
2017,Sistemas,17170185,M,3,5,3,52.62,34,2018-1
2017,Sistemas,17170185,M,4,5,2,61.57,31,2019-0
2017,Sistemas,17170186,H,1,6,0,85.50,39,2017-1
2017,Sistemas,17170186,H,2,5,0,86.40,34,2018-0
2017,Sistemas,17170186,H,3,5,1,74.50,30,2018-1
2017,Sistemas,17170186,H,4,5,0,87.20,25,2019-0
2017,Sistemas,17170186,H,5,5,0,89.80,20,2019-1
2017,Sistemas,17170186,H,6,5,0,88.80,15,2020-0
2017,Sistemas,17170186,H,8,3,1,65.50,16,2021-0
2017,Sistemas,17170186,H,9,6,0,89.17,10,2021-1
2017,Sistemas,17170187,M,1,6,0,91.67,39,2017-1
2017,Sistemas,17170187,M,2,3,2,50.20,38,2018-0
2017,Sistemas,17170187,M,3,5,0,88.00,33,2018-1
2017,Sistemas,17170188,M,1,6,3,59.56,42,2017-1
2017,Sistemas,17170188,M,2,5,0,91.40,37,2018-0
2017,Sistemas,17170188,M,3,3,0,89.00,34,2018-1
2017,Sistemas,17170189,H,1,6,0,85.50,39,2017-1
2017,Sistemas,17170189,H,2,3,0,84.33,36,2018-0
2017,Sistemas,17170189,H,3,5,0,86.80,31,2018-1
2017,Sistemas,17170189,H,4,5,2,62.29,28,2019-0
2017,Sistemas,17170189,H,5,5,2,64.29,25,2019-1
2017,Sistemas,17170189,H,6,7,1,77.38,19,2020-0
2017,Sistemas,17170189,H,7,7,2,68.22,14,2020-1
2017,Sistemas,17170189,H,8,6,2,68.50,10,2021-0
2017,Sistemas,17170189,H,9,7,0,85.57,3,2021-1
2017,Sistemas,17170189,H,10,3,2,51.80,2,2022-0
2017,Sistemas,17170189,H,11,2,0,84.50,0,2022-1
2017,Sistemas,17170190,M,1,6,1,70.43,40,2017-1
2017,Sistemas,17170190,M,2,7,3,58.40,36,2018-0
2017,Sistemas,17170190,M,3,5,0,87.00,31,2018-1
2017,Sistemas,17170190,M,4,5,0,85.00,26,2019-0
2017,Sistemas,17170190,M,5,7,1,79.62,20,2019-1
2017,Sistemas,17170190,M,6,2,0,88.00,18,2020-0
2017,Sistemas,17170190,M,7,5,0,91.00,13,2020-1
2017,Sistemas,17170190,M,8,2,2,45.25,13,2021-0
2017,Sistemas,17170190,M,9,6,1,73.71,8,2021-1
2017,Sistemas,17170190,M,10,7,0,87.00,1,2022-0
2017,Sistemas,17170191,H,1,6,0,87.00,39,2017-1
2017,Sistemas,17170191,H,2,5,0,85.20,34,2018-0
2017,Sistemas,17170191,H,3,8,2,67.70,28,2018-1
2017,Sistemas,17170191,H,4,7,1,78.38,22,2019-0
2017,Sistemas,17170192,M,1,6,0,90.17,39,2017-1
2017,Sistemas,17170192,M,2,6,2,67.25,35,2018-0
2017,Sistemas,17170192,M,3,5,0,88.20,30,2018-1
2017,Sistemas,17170192,M,4,5,1,73.33,26,2019-0
2017,Sistemas,17170192,M,5,3,1,64.50,24,2019-1
2017,Sistemas,17170193,H,1,6,0,89.50,39,2017-1
2017,Sistemas,17170193,H,2,7,1,78.38,33,2018-0
2017,Sistemas,17170193,H,3,5,1,73.67,29,2018-1
2017,Sistemas,17170194,M,1,6,1,75.86,40,2017-1
2017,Sistemas,17170194,M,2,5,0,86.00,35,2018-0
2017,Sistemas,17170194,M,3,5,1,73.33,31,2018-1
2017,Sistemas,17170194,M,4,6,0,90.17,25,2019-0
2017,Sistemas,17170194,M,5,6,1,76.71,20,2019-1
2017,Sistemas,17170194,M,6,5,0,88.40,15,2020-0
2017,Sistemas,17170194,M,7,5,2,62.14,12,2020-1
2017,Sistemas,17170194,M,8,5,0,83.40,7,2021-0
2017,Sistemas,17170195,H,1,6,0,88.17,39,2017-1
2017,Sistemas,17170195,H,2,5,2,61.43,36,2018-0
2017,Sistemas,17170195,H,3,5,1,70.00,32,2018-1
2017,Sistemas,17170196,H,1,6,3,59.67,42,2017-1
2017,Sistemas,17170196,H,2,5,0,86.80,37,2018-0
2017,Sistemas,17170197,H,1,6,2,64.50,41,2017-1
2017,Sistemas,17170197,H,2,5,0,86.60,36,2018-0
2017,Sistemas,17170197,H,3,6,2,67.88,32,2018-1
2017,Sistemas,17170197,H,4,6,2,64.25,28,2019-0
2017,Sistemas,17170197,H,5,6,1,77.71,23,2019-1
2017,Sistemas,17170197,H,6,5,0,88.40,18,2020-0
2017,Sistemas,17170197,H,7,3,0,85.67,15,2020-1
2017,Sistemas,17170197,H,8,5,0,85.20,10,2021-0
2017,Sistemas,17170197,H,9,7,2,70.44,5,2021-1
2017,Sistemas,17170197,H,10,5,0,90.60,0,2022-0
2017,Sistemas,17170198,M,1,6,0,84.33,39,2017-1
2017,Sistemas,17170198,M,2,5,0,89.00,34,2018-0
2017,Sistemas,17170198,M,3,7,0,84.00,27,2018-1
2017,Sistemas,17170198,M,4,8,0,88.50,19,2019-0
2017,Sistemas,17170198,M,5,5,0,85.20,14,2019-1
2017,Sistemas,17170198,M,6,6,0,91.83,8,2020-0
2017,Sistemas,17170198,M,7,5,2,64.14,5,2020-1
2017,Sistemas,17170198,M,8,5,2,62.57,2,2021-0
2017,Sistemas,17170198,M,9,2,2,44.25,2,2021-1
2017,Sistemas,17170198,M,10,2,1,58.00,1,2022-0
2017,Sistemas,17170198,M,11,1,0,92.00,0,2022-1
2017,Sistemas,17170199,M,1,6,2,66.88,41,2017-1
2017,Sistemas,17170199,M,2,5,0,92.40,36,2018-0
2017,Sistemas,17170199,M,3,6,1,77.29,31,2018-1
2017,Sistemas,17170199,M,4,3,0,85.00,28,2019-0
2017,Sistemas,17170199,M,5,6,2,66.88,24,2019-1
2017,Sistemas,17170199,M,6,5,3,54.00,22,2020-0
2017,Sistemas,17170199,M,7,5,0,81.80,17,2020-1
2017,Sistemas,17170199,M,8,5,0,83.20,12,2021-0
2017,Sistemas,17170199,M,9,6,0,87.17,6,2021-1
2017,Sistemas,17170199,M,10,5,0,91.60,1,2022-0
2017,Sistemas,17170199,M,11,1,1,39.00,1,2022-1
2017,Sistemas,17170199,M,12,1,0,84.00,0,2023-0
2017,Sistemas,17170200,M,1,6,2,66.00,41,2017-1
2017,Sistemas,17170200,M,2,5,0,90.00,36,2018-0
2017,Sistemas,17170200,M,3,5,2,62.57,33,2018-1
2017,Sistemas,17170200,M,4,6,0,91.00,27,2019-0
2017,Sistemas,17170200,M,5,5,1,75.00,23,2019-1
2017,Sistemas,17170200,M,6,5,2,62.29,20,2020-0
2017,Sistemas,17170200,M,7,4,1,72.20,17,2020-1
2017,Sistemas,17170201,H,1,6,2,67.50,41,2017-1
2017,Sistemas,17170201,H,2,6,0,90.50,35,2018-0
2017,Sistemas,17170201,H,3,7,0,93.71,28,2018-1
2017,Sistemas,17170202,H,1,6,1,73.29,40,2017-1
2017,Sistemas,17170202,H,2,5,0,88.80,35,2018-0
2017,Sistemas,17170203,M,1,6,1,76.43,40,2017-1
2017,Sistemas,17170203,M,2,5,1,71.33,36,2018-0
2017,Sistemas,17170203,M,3,6,2,64.25,32,2018-1
2017,Sistemas,17170203,M,4,7,0,84.86,25,2019-0
2017,Sistemas,17170203,M,5,5,0,87.00,20,2019-1
2017,Sistemas,17170203,M,6,5,1,73.33,16,2020-0
2017,Sistemas,17170203,M,7,7,2,67.11,11,2020-1
2017,Sistemas,17170203,M,8,5,0,85.60,6,2021-0
2017,Sistemas,17170203,M,9,5,0,88.40,1,2021-1
2017,Sistemas,17170203,M,10,1,2,30.00,2,2022-0
2017,Sistemas,17170203,M,11,2,2,42.00,2,2022-1
2017,Sistemas,17170203,M,12,2,2,41.75,2,2023-0
2017,Sistemas,17170204,H,1,6,2,67.38,41,2017-1
2017,Sistemas,17170204,H,2,2,2,44.75,41,2018-0
2017,Sistemas,17170204,H,3,6,0,87.17,35,2018-1
2017,Sistemas,17170205,H,1,6,3,56.78,42,2017-1
2017,Sistemas,17170205,H,2,7,0,84.86,35,2018-0
2017,Sistemas,17170205,H,3,5,1,73.00,31,2018-1
2017,Sistemas,17170205,H,4,5,0,91.60,26,2019-0
2017,Sistemas,17170205,H,5,5,2,59.00,23,2019-1
2017,Sistemas,17170206,M,1,6,1,76.43,40,2017-1
2017,Sistemas,17170206,M,2,6,0,91.00,34,2018-0
2017,Sistemas,17170206,M,3,6,2,63.62,30,2018-1
2017,Sistemas,17170207,H,1,6,0,84.17,39,2017-1
2017,Sistemas,17170208,H,1,6,2,64.75,41,2017-1
2017,Sistemas,17170209,H,1,6,0,87.67,39,2017-1
2017,Sistemas,17170209,H,2,5,1,74.83,35,2018-0
2017,Sistemas,17170209,H,3,5,0,86.00,30,2018-1
2017,Sistemas,17170209,H,4,5,3,56.12,28,2019-0
2017,Sistemas,17170210,H,1,6,0,88.00,39,2017-1
2017,Sistemas,17170210,H,2,6,2,69.38,35,2018-0
2017,Sistemas,17170210,H,3,5,0,91.80,30,2018-1
2017,Sistemas,17170210,H,4,5,0,87.00,25,2019-0
2017,Sistemas,17170210,H,5,6,1,74.29,20,2019-1
2017,Sistemas,17170210,H,6,6,1,74.57,15,2020-0
2017,Sistemas,17170210,H,7,6,1,75.00,10,2020-1
2017,Sistemas,17170210,H,8,5,3,56.62,8,2021-0
2017,Sistemas,17170210,H,9,5,2,60.14,5,2021-1
2017,Sistemas,17170211,H,1,6,0,82.17,39,2017-1
2017,Sistemas,17170211,H,2,5,2,59.29,36,2018-0
2017,Sistemas,17170211,H,3,7,3,60.60,32,2018-1
2017,Sistemas,17170211,H,4,5,2,61.71,29,2019-0
2017,Sistemas,17170211,H,5,6,0,87.50,23,2019-1
2017,Sistemas,17170211,H,6,5,1,69.33,19,2020-0
2017,Sistemas,17170211,H,7,7,2,65.22,14,2020-1
2017,Sistemas,17170211,H,8,4,3,51.71,13,2021-0
2017,Sistemas,17170211,H,9,6,2,63.75,9,2021-1
2017,Sistemas,17170211,H,10,5,2,60.14,6,2022-0
2017,Sistemas,17170211,H,11,4,0,87.50,2,2022-1
2017,Sistemas,17170211,H,12,2,2,42.25,2,2023-0
2017,Sistemas,17170212,M,1,6,1,74.14,40,2017-1
2017,Sistemas,17170213,H,1,6,1,73.29,40,2017-1
2017,Sistemas,17170214,H,1,6,1,74.14,40,2017-1
2017,Sistemas,17170214,H,2,5,1,68.50,36,2018-0
2017,Sistemas,17170214,H,3,4,2,59.83,34,2018-1
2017,Sistemas,17170214,H,4,5,1,71.67,30,2019-0
2017,Sistemas,17170214,H,5,2,0,84.00,28,2019-1
2017,Sistemas,17170214,H,6,5,1,72.83,24,2020-0
2017,Sistemas,17170214,H,7,5,0,91.60,19,2020-1
2017,Sistemas,17170214,H,8,5,2,61.29,16,2021-0
2017,Sistemas,17170214,H,9,8,2,70.60,10,2021-1
